token,category_token,nbr_annotations,first_annotation_token,last_annotation_token
3c7d5216d6bd4e1ba7a982c7274214b1,653f7efbb9514ce7b81d44070d6208c1,22,a0cac1c12246451684116067ae2611f6,2ff2560167114574a450536c05e7e89d
91f0f127e46a49829700247cf534d9fd,1fa93b757fc74fb197cdd60001ad8abf,19,02248ff567e3497c957c369dc9a1bd5c,61b2bf6076224d36bb8b92256c1fbf44
3843d35144d84c02b387678f9bc7f2ed,1fa93b757fc74fb197cdd60001ad8abf,22,9db977e264964c2887db1e37113cddaa,fe516dcb477d4fd49f57c703c238db3d
f138c230c29a4cb3b7b50155babe4e90,1fa93b757fc74fb197cdd60001ad8abf,25,ca9c5dd6cf374aa980fdd81022f016fd,02270e97ce9a4314a83c0ad4630859ad
85d771dc8b2049fc9155b376a73b2121,1fa93b757fc74fb197cdd60001ad8abf,1,179b8b54ee74425893387ebc09ee133d,179b8b54ee74425893387ebc09ee133d
58379c9aab654d0c9d885c0e74eb2a36,653f7efbb9514ce7b81d44070d6208c1,5,b513ebe5caff4775a0dfacc7e3a5444e,dc1d07778aad4c5b9b7f86c953f32def
be2c3211bef04f5b8d422ced129735d3,653f7efbb9514ce7b81d44070d6208c1,33,5b990ac640bf498ca7fd55eaf85d3e12,f6e35426c6964e2ca41a3f19d75a1cb5
bc38961ca0ac4b14ab90e547ba79fbb6,fd69059b62a3469fbaef25340c0eab7f,24,16140fbf143d4e26a4a7613cbd3aa0e8,eee963cf7930409e85d87497910cf937
59523f6a56b948b2b4f069be3ab8926d,653f7efbb9514ce7b81d44070d6208c1,11,bfc41129bd2f46a78040c81714517282,de6076154c914174b3ecd9c9e9c067dd
81714918a9f54bda9e2b52dd7ce362e5,1fa93b757fc74fb197cdd60001ad8abf,38,54939f11a73d4398b14aeef500bf0c23,2ffc4dfeb91042f8af06ab745563e982
daf07d30c8df4426aca25114b6b00cce,653f7efbb9514ce7b81d44070d6208c1,21,ddde5a29bf8a42889049a2785fd2cc06,897be6206349467c9113bb221d6abc2e
e91afa15647c4c4994f19aeb302c7179,6021b5187b924d64be64a702e5570edf,30,83d881a6b3d94ef3a3bc3b585cc514f8,91fa82612eea49bfacc4f128f5fd68a3
56a71c208ac6472f90b6a82529a6ce61,fd69059b62a3469fbaef25340c0eab7f,39,74986f1604f047b6925d409915265bf7,928fe1ca39ce43c598a0bab7bb83dced
863043f8c9204bf888f0ec77aa27ddef,85abebdccd4d46c7be428af5a6173947,32,d55444e67ec04d3ea60cf92f4e1fcf89,fe378c7e3e01444cac6f4dc7a095be82
03d01c950f044575b69137f069345db0,1fa93b757fc74fb197cdd60001ad8abf,38,e86330c5538c4858b8d3ffe874556cc5,eb76725bc60a45d4bc1345fe63b737ff
8705ebefeb7746468d837fb138a1a121,653f7efbb9514ce7b81d44070d6208c1,39,a7bd5bb89e27455bbb3dba89a576b6a1,eeb2be10077e40bc97cc9d8d00d7aa92
ce995b52d7204ee8b4a6ed0b2b0ebd3e,653f7efbb9514ce7b81d44070d6208c1,21,6ad924b3d4e048039f1aa114e7b820b1,591d46809dc2483f9821329ca4bd2bfe
e1e148c7bcb14072822872a4cfc8e882,1fa93b757fc74fb197cdd60001ad8abf,30,50ec055fca5c4c47828b5fc5d7054036,71d493cfe0184f45a0ecf1760d326f89
16dc951205cb4f8299f5915313436d69,653f7efbb9514ce7b81d44070d6208c1,38,fbd9d8c939b24f0eb6496243a41e8c41,8815efc7094c4a2296941aca133fa040
d29b5510716546cc91e693c684978ca7,85abebdccd4d46c7be428af5a6173947,17,bc1d4ea644d1481e9ec4294194d8b36e,caa62ac5f527492c9111d757a733edb4
038a951ededf4efeb34a4ab28508d9dc,653f7efbb9514ce7b81d44070d6208c1,14,198023a1fb5343a5b6fad033ab8b7057,d11de1b62c41406bacd76b772ea18b06
7367cda3f9cf44d9a761d72c81edeaba,653f7efbb9514ce7b81d44070d6208c1,7,1ac512d2c85b4b6a8b643bd93f0fc192,395bdaa3215c401f89723b4ab3e52db5
2ce122b054384340a99b146634f3c4da,85abebdccd4d46c7be428af5a6173947,15,ffeafb90ecd5429cba23d0be9a5b54ee,a889aa5d98df4a3abbf772c3e5924e05
c38e6667f26a4fb5a6b2f2ce9a61ad5b,653f7efbb9514ce7b81d44070d6208c1,11,cc961e35834a4bf583487c18bbd68b4a,af38d808eeee4aa2a8af5a04264ffc5d
eb3da8843f614a90a48ddb6ee392c0c0,1fa93b757fc74fb197cdd60001ad8abf,36,56ede9f663384f0a83633cc251e2bbe5,912e5c0d6a954c7a85fac66aba580d88
100427ca2fab4537b068582d5525495a,653f7efbb9514ce7b81d44070d6208c1,25,cc636a58e27e446cbdd030c14f3718fd,1215e24fc47646af839ee328e2a1fc0f
cfd5f1ab81ff4f81b8dbebf4955563d6,fedb11688db84088883945752e480c2c,5,076a7e3ec6244d3b84e7df5ebcbac637,25a80b4ec6cf40a5898e57027055c01f
b1aa169935a24be893c74d0958c42a43,653f7efbb9514ce7b81d44070d6208c1,30,38fe70a1ed07404fa86f3262074a004b,d63e8c42f69a40dc8293e5878c6be29b
4c8ffcdaddb44fc0b4d42faeae50f083,1fa93b757fc74fb197cdd60001ad8abf,1,0603fbaef1234c6c86424b163d2e3141,0603fbaef1234c6c86424b163d2e3141
b42629870eee45b7bb01572742e8723d,85abebdccd4d46c7be428af5a6173947,23,475097acd01d4e689f5594fe65463fc6,1bcb21f1f7f3446f96473873c442d282
070412f6a4f944e6a0a9e01ac1ea1fee,909f1237d34a49d6bdd27c2fe4581d79,34,4e92c4ed5be946e6b053f0a0a0e4169e,e120da6898a54eb48686f1845db6a6f6
d16b36f8fa1045779f71dd1bbe0c0dbb,1fa93b757fc74fb197cdd60001ad8abf,8,d76bd5dcc62f4c57b9cece1c7bcfabc5,93febe1c54dd46e89c33d6740eaceebb
3b54d4dd46f24f91a36799f2d0ed801e,653f7efbb9514ce7b81d44070d6208c1,39,5acb6c71bcd64aa188804411b28c4c8f,4e63f0dcfd1a4653b64b86e363355855
a0256497c28e47348c45fdd211e8679e,5b3cd6f2bca64b83aa3d0008df87d0e4,25,38412e58d972491582cf21a19ea31a80,f02d732e2a714230b1c9cba79a635bed
097ee69674894219bd2be190a0b77b99,85abebdccd4d46c7be428af5a6173947,15,e8b12c3cf80a41368f1269d887acbcf6,39cba4f47402449f93a5b7551649ab4e
221dd725c6654412a04c71ced8ad6d03,1fa93b757fc74fb197cdd60001ad8abf,10,49b74a5f193c4759b203123b58ca176d,7f6dde205839422097e469522352dba1
37f12d00c86d4b5689326f7b98189b81,1fa93b757fc74fb197cdd60001ad8abf,32,77519174b48f4853a895f58bb8f98661,c48d6abc4890404fa4c9346c3c43bf51
10b58854ec1f44a6b96785eb490d40e6,653f7efbb9514ce7b81d44070d6208c1,9,c5e9455e98bb42c0af7d1990db1df0c9,ea24558692fa45528c0965d1de36c865
1610b41e5fdc4a3f939033ca8d4fc700,1fa93b757fc74fb197cdd60001ad8abf,31,fcc5b4b5c4724179ab24962a39ca6d65,c8bebec8aff14bbfac02318db43be605
97535c43b47f4b4396b15a9b36e646c8,653f7efbb9514ce7b81d44070d6208c1,32,1b691fe6ca12468192623d3187dfda3a,ddacd37ec467466080fc54b173de4874
4fd562bd150943848fa66e461610fdfe,85abebdccd4d46c7be428af5a6173947,11,55f2f0cd997e415ebd216ae00f37884e,3fc93bf5d59344b4816c1c3f7926be84
e1a406b2c05a422495b4154e7698144f,1fa93b757fc74fb197cdd60001ad8abf,2,1c9cb120aa374fc78218d5db0b4198ef,309fcbe8e4d340cbb2a95fe86607ef82
59cfdb95669549b580058fc56d27b132,1fa93b757fc74fb197cdd60001ad8abf,17,791d1ca7e228433fa50b01778c32449a,9332c328cb6a454ba4e195f40f6ada68
2f5921c1c2ed4d6194ab1bfe9e538a8e,653f7efbb9514ce7b81d44070d6208c1,37,316d20eb238c43ef9ee195642dd6e3fe,4b3b7a2bd70c4b4ca44dfc966057c974
71603dd1a2ba4e9daf095535e38310ac,909f1237d34a49d6bdd27c2fe4581d79,37,5d15e27469914cd4aae2ee69001feb9a,4ca80704c42947cfb267d12522cfea63
85246a44cc6340509e3882e2ff088391,fd69059b62a3469fbaef25340c0eab7f,5,cda0a9085607438c9b1ea87f4360dd64,bb24e8b9253c43419f8726f00967ece6
f579c98943ba4ce2818395b2356a9d61,85abebdccd4d46c7be428af5a6173947,3,2abccd7554d54fedace211e629cf2171,2a483f8956514c888013979a82d71f72
338d99cf723140a6b154fe1135472f8e,653f7efbb9514ce7b81d44070d6208c1,11,68da5bba930140c68ee05ad697aeeef5,8923262b4a544e98a3f7be162d144f0b
0e6a9e35da98479c82c8a0dfed16092a,85abebdccd4d46c7be428af5a6173947,15,d572de0452834696b288970d1bb7236e,9dc15f105b5a41efb3fdf97808d4be0f
c0741f8b4da3440e9686de5eb7363668,653f7efbb9514ce7b81d44070d6208c1,36,e865152aaa194f22b97ad0078c012b21,8239db2248f0498e9fb5707157b4685c
e37421ad87d34227b87d6adeaf6b3f60,653f7efbb9514ce7b81d44070d6208c1,33,c00360eef58e4f5887b927857231ab0d,6d06b95bd1d34631beb571c76aec7047
37ae87b1176543ac9e5dce973219aa05,653f7efbb9514ce7b81d44070d6208c1,22,46f3f6edb38b426bb368be8c15321fdc,776488530f244d8d98b55a44b0c2caa5
b061f2f4c7a74223ab8546a193d07bab,653f7efbb9514ce7b81d44070d6208c1,38,daaf3497584b483d9ece486193d19253,1a628d942b3b4c80ae6d0f44306e538e
82e693ad9227437e8c792edfcc1ed243,85abebdccd4d46c7be428af5a6173947,26,23e2b416febe497a9e052944541a4898,a0f4f5000c0246f4a8943278256dc314
91d424135a6344aea4b0dde64a953b19,85abebdccd4d46c7be428af5a6173947,20,f2dce449d5334a5fb2afaf5bc0007271,7b48faa888304ad695cd56f70e61ba9e
01c083253f30417dbe374f84e8ba6c19,653f7efbb9514ce7b81d44070d6208c1,39,7962506dbc24423aa540a5e4c7083dad,4ac743cdfdc34900a4608a162cbd4192
22907d343d2940e099a353e3b364b04e,6021b5187b924d64be64a702e5570edf,30,13b1a6e7bfac4d7eb6a1edf9bcb9ad82,0b54881e28f14f6ea33210bf8466ffca
4117f81bcda742fbbbd5c1b981877f75,653f7efbb9514ce7b81d44070d6208c1,5,2f6f2db4722240d6b6a89b23c5ad465f,9d2b8fa5268a42a687209df22f31fb28
ac81888f5e9c4c9dae3461c741fc85d6,1fa93b757fc74fb197cdd60001ad8abf,22,af48b6a2b1d94844b6cdadf09c304bb2,7ceae3130a90401faa00668f94fdc53c
8fcc32ccd35144038ced1f8602c1fefe,85abebdccd4d46c7be428af5a6173947,13,3fda04a1fe304959b7a3c08488facd01,c535b423b3a14d77aa63fcac0cdaa2b9
ba2f459b88dc43d194d98ec3759bcd04,1fa93b757fc74fb197cdd60001ad8abf,22,4784de4304d2419dbddb9aba2748fa69,d9262fe56007434d946019c98363cd0a
f81722a685cc49eba454efbb3aec0331,1fa93b757fc74fb197cdd60001ad8abf,30,3eb2e19ceaca439293ea51075910d151,74c4aef2c48e4fef8681d1ec151e226d
c6b004f9321f4069bc33dea838783ee9,85abebdccd4d46c7be428af5a6173947,32,05f0ec3b9d1c47e78275c7eb8f733cae,20cd5e64909c4b198a4a172735f3bb16
dad63b6319f2479fab3a8f5f75d6049b,653f7efbb9514ce7b81d44070d6208c1,33,8fd4f4237fab4d0fbb2bf7d8ae21cc00,19dbca16922c4f528d8c25a5a947fecc
7179ea3c6d2e42b8b974aabbaabab0f3,85abebdccd4d46c7be428af5a6173947,1,b6ee4c12f7ee4f1e933869912c4210d7,b6ee4c12f7ee4f1e933869912c4210d7
813d6ca40cb3429abed860861120736c,85abebdccd4d46c7be428af5a6173947,1,f28889410c714534b5369a4c47764109,f28889410c714534b5369a4c47764109
26c307f5fc25450fab3f64b45bf5dc34,653f7efbb9514ce7b81d44070d6208c1,7,3d1d8246923940d69910d4bf07d1bebc,20c551e4804149038b1a63bc05072048
797a3547f5df45ea80143e1832b51362,85abebdccd4d46c7be428af5a6173947,26,8eb65e50e2804075b3d7226f102b1e0a,23b4c9cb8b3a4a5bbe7cdcff6d9bcdb7
270f83c6aa8045cdaf422c3fa18309de,fedb11688db84088883945752e480c2c,27,84ff661e471645a4ad77e894edcd8939,422db05503f64aca9de8df6679e955fb
fbbe278ba6f84676afea509a306518c1,1fa93b757fc74fb197cdd60001ad8abf,31,0c45c5a54293476682c7eff55baae8fb,5f4e3d43b4fd466c90f6521573c8d37d
4539b9bbc1f44d20bb5543b7daf73992,85abebdccd4d46c7be428af5a6173947,11,494ba2ee4efa4eef8c03e331df20b71c,1deca9774c95495e8591cc9b10438364
e80c0cdf3a8b4d3ebcaf94f7a4f1bea3,85abebdccd4d46c7be428af5a6173947,6,07f23412708147bcba92e686ab68c65c,9248a16b1d4f4b8ba9404b72651b1013
aa8209a4e8b34f5ab7c489ced764ddb9,85abebdccd4d46c7be428af5a6173947,22,6c574f8a0cf24de2ae01cac988bc11ab,9d10b0fbc4584f5db2ba26caaba81095
79ef17865dbf483b89e1e83d330bdef6,653f7efbb9514ce7b81d44070d6208c1,31,c73c064c1b4744adb11845e76f3db2de,986e1dcfdf084123ab45eca0a09703af
723142f696f64a24834877421a664224,653f7efbb9514ce7b81d44070d6208c1,11,a4d05db9cd68498c902bf25f3370abc2,5eb2ed9df3e2406d87272d563f39e2bb
a87f4eb5c4b349cc8719e44a4dc0fcba,85abebdccd4d46c7be428af5a6173947,18,4d40bb50a8c245ab94ef1173ce54a766,30187c06ab56442ab4d957069081966d
32db4d3114344adb906e29cfe82d7f16,653f7efbb9514ce7b81d44070d6208c1,33,d0c3c60dfd81421d8d947e5eaef7fd78,76c33c5b89ad4326b09b1bd88318eaa4
4439f40da4b14807a80c6a4b5bb4f9fa,85abebdccd4d46c7be428af5a6173947,17,1e056d94ee9d4615904ea1e5358b9c3c,5c9575ff98724ec28b1501c721718eaa
5fd331f2791a42c2be66a8b274ff5c04,85abebdccd4d46c7be428af5a6173947,24,6029fd2802294a588f689acceec6a23c,5858a4b409e64e4a8de61863f1148453
98c19c689d5c43cab35eba2c6dc113d9,653f7efbb9514ce7b81d44070d6208c1,27,3aa4132bb87245c19b9dca447a62ab93,a29262c73c794466b8c93fd172d669f8
5547ffd07a2b4b4b8850c8d75fa5b14e,653f7efbb9514ce7b81d44070d6208c1,28,245c972625ad432b97f6afb867b6e98f,2cb661c30ca04fb7bc0920e9318f32d5
d52c3540734344a9ab714948537556be,1fa93b757fc74fb197cdd60001ad8abf,6,13831f0a351b4218be096405fe5cdf72,2a2a2981a2a3421982813815a80b139f
5aa22d3d4b63497c891d48e525e90b15,85abebdccd4d46c7be428af5a6173947,4,06c9244ea03b4fb9ba6cd4a2fcbb1c18,9a512fb0dbc747ecb68766e0525d63ff
426df39d8d994875ad6377c727a34d63,653f7efbb9514ce7b81d44070d6208c1,10,468935cf87234b0d90144b299d152090,a4ea95632fc64edeb78fe4960f18895d
036e926dd21d407b8cde4f91f0ebf747,85abebdccd4d46c7be428af5a6173947,25,3019f3f205a140dfb51282274c5e788d,5efba64671b24aa2833ccaba26bf1852
b51c67c3d4bb4a6faf18819bced1ad3d,85abebdccd4d46c7be428af5a6173947,3,41f7a9edea054724a9ffc142831c6ff2,6b8a1f8061ea438eb1273db5f2bba1d5
1d9d3d0af85d4917b98479fb39637590,85abebdccd4d46c7be428af5a6173947,1,2929c39546c14082a8ef44fd7a5024eb,2929c39546c14082a8ef44fd7a5024eb
8f886599bee54d96b8d9a6c0f1171105,85abebdccd4d46c7be428af5a6173947,24,1cbc5124cd2a432fa141abc15ca2e66f,4d27e740a1bd49038ab3d21ce91f6170
9ab053c383784943b0a141777f717d31,1fa93b757fc74fb197cdd60001ad8abf,20,6d7b14ec0b4941989bb06b7418e46d79,289c3b7d1f774887b3f3f33f8f825c7a
8fa10277171849e0a4b3376dcc62f9fd,85abebdccd4d46c7be428af5a6173947,18,790650141d9a467ca4388b4d7584076c,65003743e91242a89c31823f3838cc61
94865552495e4d7abea1ad3a5d6da527,85abebdccd4d46c7be428af5a6173947,16,1670505af8f94610bdfe7c450597c2a9,1d76211aed1742ba97da70f039ecd421
11cca56878db41aa80044dee9db11b43,85abebdccd4d46c7be428af5a6173947,19,9c799e7424af4f2d870bb77471874543,558f48f614004243ac155122a25656fd
9c862884c821410299394775c1a19395,1fa93b757fc74fb197cdd60001ad8abf,7,c931cab0b324467ca0eabd9b252d6d56,95a9d7dc891b4ba993eee9fed89f4b02
f11f865bc5c74e52ab78218e45b8b40a,85abebdccd4d46c7be428af5a6173947,18,f722caaf5e48492a93fabc2b95c14ada,75f73361e1be4d77ababd4623f3712f6
990b977838a447238496b92d68c6179b,85abebdccd4d46c7be428af5a6173947,1,a57d2a136be6488f821e2d86c78e3e96,a57d2a136be6488f821e2d86c78e3e96
00cfe5312e5e469bb97d7b64245a98e3,1fa93b757fc74fb197cdd60001ad8abf,15,29cca6a580924b72a90b9dd6e7710d3e,ef4b3d6bcf604d09a6d0653360e61776
42641eb6adcb4f8f8def8ef129d9e843,fd69059b62a3469fbaef25340c0eab7f,39,a6f7d4bb60374f868144c5ba4431bf4c,67795fdd71a449e28cb62d38520dbdd9
05739869b03543b4ae5e7b2b6ed47e6d,653f7efbb9514ce7b81d44070d6208c1,25,f1ae3f713ba946069fa084a6b8626fbf,68ffe06a20ff45bc9634fcfdfd4a470a
7c80918c0074444c87801c6123fbed80,653f7efbb9514ce7b81d44070d6208c1,34,d7af8ede316546f68d4ab4f3dbf03f88,f38595d2d37b497898579b007b8024b4
e3c5b72c12c34c85aac247734ad83bef,5b3cd6f2bca64b83aa3d0008df87d0e4,39,91cb8f15ed4444e99470d43515e50c1d,b8d91c6f2cf04d68979b3ee11c4613f1
9f6aafa40e69441483fb49b46070f22c,653f7efbb9514ce7b81d44070d6208c1,32,bc638d33e89848f58c0b3ccf3900c8bb,8767e1c32a144a138e329c5e4212b5df
4080c30aa7104d91ad005a50b18f6108,fd69059b62a3469fbaef25340c0eab7f,32,26fb370c13f844de9d1830f6176ebab6,9008ad17a3a44878bf01e6ffff63738b
b4db946778484c2195efa320571f53dc,1fa93b757fc74fb197cdd60001ad8abf,30,7e66fdf908d84237943c833e6c1b317a,1ddea933489d45a8b57a329b3dba9a28
58ce00fe2eb547acaa7f792ff2b11742,1fa93b757fc74fb197cdd60001ad8abf,28,67c5dbb3ddcc4aff8ec5140930723c37,93daaf36cdd3442ea87109018b7c2b00
cf04a584e9d54f44a9000e98cda623de,1fa93b757fc74fb197cdd60001ad8abf,32,eaf2532c820740ae905bb7ed78fb1037,bc375de28f214b58bcc783f92d981864
62bfd58b7fc145e6b3c4f30552f7253f,85abebdccd4d46c7be428af5a6173947,7,3e2d17fa9aa5484d9cabc1dfca532193,2031a86e43b74756ad6a01d2f19f1bc0
da622cff51e24d318855473f432f63bc,1fa93b757fc74fb197cdd60001ad8abf,30,de6bd5ffbed24aa59c8891f8d9c32c44,a242b915c61c4b169fbc1730be89cfb7
e2f67391cb914b0cbdda3995dbc397f8,1fa93b757fc74fb197cdd60001ad8abf,37,9d51d699f635478fbbcd82a70396dd62,3d953a08682a464daac22f070c5d7c13
a60047adc78a4b6895702e86b6d2fe88,6021b5187b924d64be64a702e5570edf,24,b7cbc6d0e80e4dfda7164871ece6cb71,a0353b59cce64a08b1e574612bb1e147
d7e840afc77247278b0b6346c07921e5,1fa93b757fc74fb197cdd60001ad8abf,22,563a3f547bd64a2f9969278c5ef447fd,3b0489f1347543fcb1c538647eb01691
7ba3f4fee7b44e85986fe47846a67cf5,1fa93b757fc74fb197cdd60001ad8abf,39,df8917888b81424f8c0670939e61d885,573e58aa51d5440982983b69141b02f3
ac2622bcaa704aa4993efdfde06a4235,1fa93b757fc74fb197cdd60001ad8abf,4,bb3ef5ced8854640910132b11b597348,f437e2f5eef2469994f3e9555f9fad7a
95fc384cb4994ffe9a5caf914274ab22,1fa93b757fc74fb197cdd60001ad8abf,39,a522ce1d7f6545d7955779f25d01783b,ed69107d905c45ca8e38d9c08570e98f
d7f9aa76f8164fd7b043da901503ef16,1fa93b757fc74fb197cdd60001ad8abf,14,1fafb2468af5481ca9967407af219c32,a2ee639ead92452c894dda64aee20b5a
c0c7d24d72d44267b401783e8a36b83e,1fa93b757fc74fb197cdd60001ad8abf,27,37b0a59ddc614a8a8cad06cee7813438,4d23a40a266c4e8a97fbe029190ec459
0e79e7bed1d543c9a00acfbf90ff60b3,1fa93b757fc74fb197cdd60001ad8abf,22,05de82bdb8484623906bb9d97ae87542,16fe81b6934149aa863acde8aaf89dd8
e900050c5fe14d77a62da9ab6107abf1,d772e4bae20f493f98e15a76518b31d7,22,bfedb0d85e164b7697d1e72dd971fb72,83260469a4cb449f949647a8413ffb1e
963c99d31d0447acb45808d3452af0e8,653f7efbb9514ce7b81d44070d6208c1,22,ca0f85b4f0d44beb9b7ff87b1ab37ff5,d60d6784be5c4b0b86a01f687dd0441f
b77d6bc70844489da846d3a938a48e80,653f7efbb9514ce7b81d44070d6208c1,37,bca4bbfdef3d4de980842f28be80b3ca,6944fb3e6a534dc2a17bc781d07961e9
b17ae629cf184008be3af1564f8d3335,653f7efbb9514ce7b81d44070d6208c1,19,4c11366a4a34421ea93e64e921c694dd,439443bce75944b683b64b0636661c53
d28acbe033394149bc382fa2495f0ec3,85abebdccd4d46c7be428af5a6173947,12,1e64720c768a4c9cb87a2ef6bfbea63a,9ecac8d0052f41ec999aa09a7a2e50fe
3d03622178a2438fa9ed419f2e209ec0,1fa93b757fc74fb197cdd60001ad8abf,26,a834fb0389a8453c810c3330e3503e16,86bfe1ee7d6b4c9b8ec7cfabc0690d69
02e0a30df9e14eb7a4e9f9607e16a799,653f7efbb9514ce7b81d44070d6208c1,6,6c804cb7d78943b195045082c5c2d7fa,6661a4ac7a3845849f35b64a34c7a94e
28a722d057f24c1989f539d7d4f32fca,653f7efbb9514ce7b81d44070d6208c1,34,adf1594def9e4722b952fea33b307937,2f938dfa7d8044ebb2227de3e5a2d205
c1958768d48640948f6053d04cffd35b,fd69059b62a3469fbaef25340c0eab7f,39,49f76277d07541c5a584aa14c9d28754,bc3180b07f8e4a728f504ded654df56f
4005437c730645c2b628dc1da999e06a,fd69059b62a3469fbaef25340c0eab7f,13,efd7920348664b34a0b213698e480e21,e9e15634482a408fbe8e7bbba844d926
1056bca4aedb40a2b2451c5356f014c9,85abebdccd4d46c7be428af5a6173947,30,f1efe6bab7aa43139523721a626a6c6e,79ad71d0927d4403bf7a8e98e707efeb
